,params,mean_test_accuracy,mean_test_precision,mean_test_recall,mean_test_f1
91,"{'C': 5, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'lbfgs'}",0.9087500000000001,0.9221502244024513,0.892222222222222,0.906495020809402
92,"{'C': 5, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'liblinear'}",0.9087500000000001,0.9221502244024513,0.892222222222222,0.906495020809402
93,"{'C': 5, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'sag'}",0.9087500000000001,0.9221502244024513,0.892222222222222,0.906495020809402
94,"{'C': 5, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'saga'}",0.9090277777777779,0.9222055314803599,0.8927777777777777,0.9068006072160593
95,"{'C': 5, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'newton-cg'}",,,,
96,"{'C': 5, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,
97,"{'C': 5, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,
98,"{'C': 5, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'sag'}",,,,
99,"{'C': 5, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'saga'}",0.9066666666666666,0.920516683850882,0.8894444444444444,0.9042706948642099
100,"{'C': 5, 'l1_ratio': 1, 'penalty': 'none', 'solver': 'newton-cg'}",0.9019444444444445,0.9188603585638315,0.8813888888888888,0.8990081307599505
101,"{'C': 5, 'l1_ratio': 1, 'penalty': 'none', 'solver': 'lbfgs'}",0.9025000000000001,0.9108739742301781,0.8916666666666666,0.9008088711741244
102,"{'C': 5, 'l1_ratio': 1, 'penalty': 'none', 'solver': 'liblinear'}",,,,
103,"{'C': 5, 'l1_ratio': 1, 'penalty': 'none', 'solver': 'sag'}",0.9043055555555555,0.919424017581204,0.8858333333333333,0.9016976086248626
104,"{'C': 5, 'l1_ratio': 1, 'penalty': 'none', 'solver': 'saga'}",0.906388888888889,0.921966346583331,0.8875,0.9037677515869488
105,"{'C': 5, 'l1_ratio': 1, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
106,"{'C': 5, 'l1_ratio': 1, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
107,"{'C': 5, 'l1_ratio': 1, 'penalty': 'l1', 'solver': 'liblinear'}",0.8861111111111111,0.9013939606059118,0.8661111111111112,0.8827289307535109
108,"{'C': 5, 'l1_ratio': 1, 'penalty': 'l1', 'solver': 'sag'}",,,,
109,"{'C': 5, 'l1_ratio': 1, 'penalty': 'l1', 'solver': 'saga'}",0.8894444444444444,0.9033957155039092,0.8713888888888889,0.8864513021789756
110,"{'C': 5, 'l1_ratio': 1, 'penalty': 'l2', 'solver': 'newton-cg'}",0.9087500000000001,0.9221502244024513,0.892222222222222,0.906495020809402
111,"{'C': 5, 'l1_ratio': 1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.9087500000000001,0.9221502244024513,0.892222222222222,0.906495020809402
112,"{'C': 5, 'l1_ratio': 1, 'penalty': 'l2', 'solver': 'liblinear'}",0.9087500000000001,0.9221502244024513,0.892222222222222,0.906495020809402
113,"{'C': 5, 'l1_ratio': 1, 'penalty': 'l2', 'solver': 'sag'}",0.9087500000000001,0.9221502244024513,0.892222222222222,0.906495020809402
114,"{'C': 5, 'l1_ratio': 1, 'penalty': 'l2', 'solver': 'saga'}",0.9090277777777779,0.9222055314803599,0.8927777777777777,0.9068006072160593
115,"{'C': 5, 'l1_ratio': 1, 'penalty': 'elasticnet', 'solver': 'newton-cg'}",,,,
116,"{'C': 5, 'l1_ratio': 1, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,
117,"{'C': 5, 'l1_ratio': 1, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,
118,"{'C': 5, 'l1_ratio': 1, 'penalty': 'elasticnet', 'solver': 'sag'}",,,,
119,"{'C': 5, 'l1_ratio': 1, 'penalty': 'elasticnet', 'solver': 'saga'}",0.8894444444444444,0.9033957155039092,0.8713888888888889,0.8864513021789756
120,"{'C': 10, 'l1_ratio': 0, 'penalty': 'none', 'solver': 'newton-cg'}",0.9019444444444445,0.9188603585638315,0.8813888888888888,0.8990081307599505
121,"{'C': 10, 'l1_ratio': 0, 'penalty': 'none', 'solver': 'lbfgs'}",0.9025000000000001,0.9108739742301781,0.8916666666666666,0.9008088711741244
122,"{'C': 10, 'l1_ratio': 0, 'penalty': 'none', 'solver': 'liblinear'}",,,,
123,"{'C': 10, 'l1_ratio': 0, 'penalty': 'none', 'solver': 'sag'}",0.9043055555555555,0.919424017581204,0.8858333333333333,0.9016976086248626
124,"{'C': 10, 'l1_ratio': 0, 'penalty': 'none', 'solver': 'saga'}",0.906388888888889,0.921966346583331,0.8875,0.9037677515869488
125,"{'C': 10, 'l1_ratio': 0, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
126,"{'C': 10, 'l1_ratio': 0, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
127,"{'C': 10, 'l1_ratio': 0, 'penalty': 'l1', 'solver': 'liblinear'}",0.8848611111111111,0.9022770963765915,0.8622222222222222,0.881114745458086
128,"{'C': 10, 'l1_ratio': 0, 'penalty': 'l1', 'solver': 'sag'}",,,,
129,"{'C': 10, 'l1_ratio': 0, 'penalty': 'l1', 'solver': 'saga'}",0.8940277777777779,0.9098325401727901,0.8738888888888889,0.8908833145024294
130,"{'C': 10, 'l1_ratio': 0, 'penalty': 'l2', 'solver': 'newton-cg'}",0.9087500000000001,0.9237164305183543,0.8905555555555555,0.9063703076916342
131,"{'C': 10, 'l1_ratio': 0, 'penalty': 'l2', 'solver': 'lbfgs'}",0.9087500000000001,0.9237164305183543,0.8905555555555555,0.9063703076916342
132,"{'C': 10, 'l1_ratio': 0, 'penalty': 'l2', 'solver': 'liblinear'}",0.9087500000000001,0.9237164305183543,0.8905555555555555,0.9063703076916342
133,"{'C': 10, 'l1_ratio': 0, 'penalty': 'l2', 'solver': 'sag'}",0.9087500000000001,0.9237164305183543,0.8905555555555555,0.9063703076916342
134,"{'C': 10, 'l1_ratio': 0, 'penalty': 'l2', 'solver': 'saga'}",0.9088888888888889,0.9237355550910396,0.8908333333333335,0.9065208507640066
135,"{'C': 10, 'l1_ratio': 0, 'penalty': 'elasticnet', 'solver': 'newton-cg'}",,,,
136,"{'C': 10, 'l1_ratio': 0, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,
137,"{'C': 10, 'l1_ratio': 0, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,
138,"{'C': 10, 'l1_ratio': 0, 'penalty': 'elasticnet', 'solver': 'sag'}",,,,
139,"{'C': 10, 'l1_ratio': 0, 'penalty': 'elasticnet', 'solver': 'saga'}",0.9088888888888889,0.9237355550910396,0.8908333333333335,0.9065208507640066
140,"{'C': 10, 'l1_ratio': 0.5, 'penalty': 'none', 'solver': 'newton-cg'}",0.9019444444444445,0.9188603585638315,0.8813888888888888,0.8990081307599505
141,"{'C': 10, 'l1_ratio': 0.5, 'penalty': 'none', 'solver': 'lbfgs'}",0.9025000000000001,0.9108739742301781,0.8916666666666666,0.9008088711741244
142,"{'C': 10, 'l1_ratio': 0.5, 'penalty': 'none', 'solver': 'liblinear'}",,,,
143,"{'C': 10, 'l1_ratio': 0.5, 'penalty': 'none', 'solver': 'sag'}",0.9043055555555555,0.919424017581204,0.8858333333333333,0.9016976086248626
144,"{'C': 10, 'l1_ratio': 0.5, 'penalty': 'none', 'solver': 'saga'}",0.906388888888889,0.921966346583331,0.8875,0.9037677515869488
145,"{'C': 10, 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
146,"{'C': 10, 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
147,"{'C': 10, 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'liblinear'}",0.8848611111111111,0.9022770963765915,0.8622222222222222,0.881114745458086
148,"{'C': 10, 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'sag'}",,,,
149,"{'C': 10, 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'saga'}",0.8940277777777779,0.9098325401727901,0.8738888888888889,0.8908833145024294
150,"{'C': 10, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'newton-cg'}",0.9087500000000001,0.9237164305183543,0.8905555555555555,0.9063703076916342
151,"{'C': 10, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'lbfgs'}",0.9087500000000001,0.9237164305183543,0.8905555555555555,0.9063703076916342
152,"{'C': 10, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'liblinear'}",0.9087500000000001,0.9237164305183543,0.8905555555555555,0.9063703076916342
153,"{'C': 10, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'sag'}",0.9087500000000001,0.9237164305183543,0.8905555555555555,0.9063703076916342
154,"{'C': 10, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'saga'}",0.9088888888888889,0.9237355550910396,0.8908333333333335,0.9065208507640066
155,"{'C': 10, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'newton-cg'}",,,,
156,"{'C': 10, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,
157,"{'C': 10, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,
158,"{'C': 10, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'sag'}",,,,
159,"{'C': 10, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'saga'}",0.9048611111111111,0.9199648642599467,0.8861111111111111,0.9022777470505418
160,"{'C': 10, 'l1_ratio': 1, 'penalty': 'none', 'solver': 'newton-cg'}",0.9019444444444445,0.9188603585638315,0.8813888888888888,0.8990081307599505
161,"{'C': 10, 'l1_ratio': 1, 'penalty': 'none', 'solver': 'lbfgs'}",0.9025000000000001,0.9108739742301781,0.8916666666666666,0.9008088711741244
162,"{'C': 10, 'l1_ratio': 1, 'penalty': 'none', 'solver': 'liblinear'}",,,,
163,"{'C': 10, 'l1_ratio': 1, 'penalty': 'none', 'solver': 'sag'}",0.9043055555555555,0.919424017581204,0.8858333333333333,0.9016976086248626
164,"{'C': 10, 'l1_ratio': 1, 'penalty': 'none', 'solver': 'saga'}",0.906388888888889,0.921966346583331,0.8875,0.9037677515869488
165,"{'C': 10, 'l1_ratio': 1, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
166,"{'C': 10, 'l1_ratio': 1, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
167,"{'C': 10, 'l1_ratio': 1, 'penalty': 'l1', 'solver': 'liblinear'}",0.8848611111111111,0.9022770963765915,0.8622222222222222,0.881114745458086
168,"{'C': 10, 'l1_ratio': 1, 'penalty': 'l1', 'solver': 'sag'}",,,,
169,"{'C': 10, 'l1_ratio': 1, 'penalty': 'l1', 'solver': 'saga'}",0.8940277777777779,0.9098325401727901,0.8738888888888889,0.8908833145024294
170,"{'C': 10, 'l1_ratio': 1, 'penalty': 'l2', 'solver': 'newton-cg'}",0.9087500000000001,0.9237164305183543,0.8905555555555555,0.9063703076916342
171,"{'C': 10, 'l1_ratio': 1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.9087500000000001,0.9237164305183543,0.8905555555555555,0.9063703076916342
172,"{'C': 10, 'l1_ratio': 1, 'penalty': 'l2', 'solver': 'liblinear'}",0.9087500000000001,0.9237164305183543,0.8905555555555555,0.9063703076916342
173,"{'C': 10, 'l1_ratio': 1, 'penalty': 'l2', 'solver': 'sag'}",0.9087500000000001,0.9237164305183543,0.8905555555555555,0.9063703076916342
174,"{'C': 10, 'l1_ratio': 1, 'penalty': 'l2', 'solver': 'saga'}",0.9088888888888889,0.9237355550910396,0.8908333333333335,0.9065208507640066
175,"{'C': 10, 'l1_ratio': 1, 'penalty': 'elasticnet', 'solver': 'newton-cg'}",,,,
176,"{'C': 10, 'l1_ratio': 1, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,
177,"{'C': 10, 'l1_ratio': 1, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,
178,"{'C': 10, 'l1_ratio': 1, 'penalty': 'elasticnet', 'solver': 'sag'}",,,,
179,"{'C': 10, 'l1_ratio': 1, 'penalty': 'elasticnet', 'solver': 'saga'}",0.8940277777777779,0.9098325401727901,0.8738888888888889,0.8908833145024294
180,"{'C': 15, 'l1_ratio': 0, 'penalty': 'none', 'solver': 'newton-cg'}",0.9019444444444445,0.9188603585638315,0.8813888888888888,0.8990081307599505
181,"{'C': 15, 'l1_ratio': 0, 'penalty': 'none', 'solver': 'lbfgs'}",0.9025000000000001,0.9108739742301781,0.8916666666666666,0.9008088711741244
182,"{'C': 15, 'l1_ratio': 0, 'penalty': 'none', 'solver': 'liblinear'}",,,,
183,"{'C': 15, 'l1_ratio': 0, 'penalty': 'none', 'solver': 'sag'}",0.9043055555555555,0.919424017581204,0.8858333333333333,0.9016976086248626
184,"{'C': 15, 'l1_ratio': 0, 'penalty': 'none', 'solver': 'saga'}",0.906388888888889,0.921966346583331,0.8875,0.9037677515869488
185,"{'C': 15, 'l1_ratio': 0, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
186,"{'C': 15, 'l1_ratio': 0, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
187,"{'C': 15, 'l1_ratio': 0, 'penalty': 'l1', 'solver': 'liblinear'}",0.8840277777777779,0.9020812025822442,0.8605555555555556,0.8802006883580253
188,"{'C': 15, 'l1_ratio': 0, 'penalty': 'l1', 'solver': 'sag'}",,,,
189,"{'C': 15, 'l1_ratio': 0, 'penalty': 'l1', 'solver': 'saga'}",0.8963888888888889,0.9136581724401938,0.8747222222222222,0.8931339031691433
190,"{'C': 15, 'l1_ratio': 0, 'penalty': 'l2', 'solver': 'newton-cg'}",0.9087500000000001,0.9236502235081254,0.8905555555555555,0.9063517507921286
191,"{'C': 15, 'l1_ratio': 0, 'penalty': 'l2', 'solver': 'lbfgs'}",0.9087500000000001,0.9236502235081254,0.8905555555555555,0.9063517507921286
192,"{'C': 15, 'l1_ratio': 0, 'penalty': 'l2', 'solver': 'liblinear'}",0.9087500000000001,0.9236502235081254,0.8905555555555555,0.9063517507921286
193,"{'C': 15, 'l1_ratio': 0, 'penalty': 'l2', 'solver': 'sag'}",0.9087500000000001,0.9236502235081254,0.8905555555555555,0.9063517507921286
194,"{'C': 15, 'l1_ratio': 0, 'penalty': 'l2', 'solver': 'saga'}",0.9087500000000001,0.9234048594179706,0.8908333333333335,0.9063694249467851
195,"{'C': 15, 'l1_ratio': 0, 'penalty': 'elasticnet', 'solver': 'newton-cg'}",,,,
196,"{'C': 15, 'l1_ratio': 0, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,
